"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Denmark","DNK","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","3154784108.5196","3518253144.96589","4034250419.76536","4684495676.46229","5298742808.52024","5862318386.43425","5742531305.03167","5272836908.91934","5018363431.14882","4954613326.03589","5391415225.09778","6268239251.54563","7738801251.11662","9500706445.35184","9443297732.4216","12731038616.4058","14235966000.7727","14034381649.5157","12478923456.911","13578257039.1539","15170749975.8355","16341054825.3998","14043575941.8725","15211581442.603","19981531485.7203","23721283806.3464","25134384298.977","26666607077.5048","31672415257.9208","36304296013.8576","43585785983.4255","52958428070.2558","62985147949.9807","73796838949.3095","56833806999.6598","61202969117.1102","67021336510.9728","67140715069.3429","71216176490.6927","73049538516.8134","64063656082.7591","60087217927.6549","65899630297.1555",
"Denmark","DNK","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","41.8865906863833","41.7736757313487","39.9118448806432","40.5728577194317","","","30.4671128142643","28.9106176062076","24.5987680378658","27.8400437194296","32.5992768106409","33.1796853687636","37.3646820219679","39.6358020642885","35.4289108582546","39.0336153552597","41.2920492833385","37.1391889314904","31.915162755585","30.4922412906617","31.029129402467","35.0898425907359","27.5505952299061","30.7398072390318","43.3720362658945","39.0386694290613","39.1624988263826","40.8263130976716","39.0813963618456","37.3589495666132","24.6768735913346","25.2766070169099","25.0980396367945","25.7126695552349","30.3881816127223","26.0126327791947","27.4719896327584","28.6859349397186","27.7372763457576","27.1034498712591","30.8323237549212","34.1459479487548","32.22200127065",
"Denmark","DNK","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.50251423","100.3430523","96.30778811","95.70143576","98.39208595","100","101.0535641","112.3696456","129.9938848","150.6464478","166.362803","180.898084","201.6411724","228.5171725","183.6852253","188.4857716","218.6304853","206.1323056","216.8424432","217.9053118","186.5647798","186.4266999","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","1482200000","1534500000","1655200000","1899900000","2112700000","2315000000","2450200000","2530000000","2631400000","3014190000","3350640000","3681050000","4407170000","6249390000","7714570000","8711970000","9110630000","10062610000","11884320000","14692540000","16972770000","16084500000","15394900000","16047660000","15926760000","17067860000","21156010000","25584950000","27432971991","27743047915","34030114750","35087506480","41129584782","35906223210","39814398741","47482116010","47108932649","48775197313","47909964989","49355429000","51051491568","51720104866","57506898530","66485152418","77066839903","84959950400","92611533287","103302583059","117121289333","94041834070","96389121361","111864151554","107086202272","110948908406","111492887008","95457341426","95326364003","",
"Denmark","DNK","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","4.3044123600054","4.08602150537634","5.06887385210247","5.09500500026317","5.05987598807212","5.25701943844492","4.31393355644437","4.91699604743083","4.87953180816295","4.23397330626138","4.12219755031875","4.29877344779343","3.99485384044636","3.82965377420836","3.89898594477722","3.89314931066108","4.11914434018284","4.11344571636981","4.51914791927515","4.10357909524153","4.22364764266528","3.62143678696882","3.44575151511215","3.42062331829064","3.51559262524205","3.65693180047176","4.03497634951014","3.97757275273159","3.94408597200102","4.22743706312775","4.12878687104633","3.54414728133739","3.10172657166797","2.16247435286859","2.20256888645903","2.07490727623114","2.07084119538146","2.24688095871199","2.26397899528634","0.17310355057394","0.0948451348096369","0.295337744182369","0.445934101047407","0.509548643086635","0.650432319050475","0.683519923523873","0.128825223776688","0.496488483455512","0.674056637777775","0.449988212357713","0.261660018722867","0.59488630428557","0.87363512119303","0.826430692445113","0.40878719372232","0.611947989828359","0.674484203530269","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","1.12670354877884","0.853698273053112","0.948525857902368","0.989525764513922","1.54778245846547","1.57667386609071","1.37947922618562","1.45849802371542","1.66451318689671","1.60706524804342","3.23579972781319","2.00133114192961","2.85920443277659","3.18799114793604","2.65419848416697","2.12179334869151","1.92379670780177","2.32146530572088","1.9675505203495","1.53615372154849","1.90723140654118","2.64981814790637","2.29348680407148","1.89485569858783","2.02269639273776","1.7221256794935","1.12421954801496","1.0763749782587","1.61203824414316","1.26715606762848","2.03467988012","0.56075050278124","1.32581225385637","0.807357753291257","1.47217527209926","1.3129077142828","0.729735546252707","0.670230818139346","0.736125939730855","0.627304850293166","0.588894925037697","0.621415503376679","0.616494679877496","0.687644635490411","0.597076426877194","0.578743210989445","0.671946956186885","0.590578676674095","0.785934825548955","0.580206357517289","0.648339666526779","0.672761519705183","0.696770483189594","0.832366123531918","0.769595762587467","0.993905840899089","0.752853317658706","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","0.964782080690865","0.417073965461062","0.386660222329628","0.326332964892889","0.369195815780755","0.371490280777538","0.530568933148314","0.438735177865613","0.372425324922095","0.412714526954173","0.299047346178641","0.440906806481846","0.27568711894481","0.336512843653541","0.413762529862325","0.314050668218554","0.264855449074323","0.34871668483624","0.400696043189682","0.561169137535103","0.363582373413415","0.353445864030588","0.512832171693223","0.466111570160385","0.611109855362924","0.626206214487346","0.675789054741419","0.651672174461939","0.412459867771969","0.473075865355942","0.473244492953113","0.452968266897489","0.584162826523718","0.54380417806131","0.672968964677803","1.06630851896611","0.770214854374762","0.453428047826788","0.423740459936908","0.446212310301264","0.430958092001971","0.406180727096904","0.387368577847733","0.478818723312143","0.600313856883589","0.809443133808609","0.52236131379104","0.509969712663543","0.612647804755532","0.565183360422737","0.670703962098335","0.690748528698218","0.619244833536681","0.54242651292949","0.56061087462481","0.590789103881742","0.726684782583546","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","1.4437997571178","1.33594004561747","1.23247945867569","1.07374072319596","1.0555213707578","1.19222462203024","1.24479634315566","1.30830039525692","1.3072888956449","1.30914109594949","1.35705417472483","1.44469648605697","1.53930980651983","1.34845160887703","1.98040849976084","2.77342552832482","2.6272606833995","2.78446645552198","2.83600576221441","2.3725645803925","2.53158441432954","3.59768721439896","3.02333889794672","3.40647795379513","3.45738869675942","2.00130537747556","1.61169332024328","1.34493129750107","1.34334697721013","1.27305592407185","1.59931600289417","1.37382406548258","1.27907605386338","1.39505409430111","1.09343010761505","1.04098562055638","0.888843143867936","0.885862958641149","0.84230985786079","0.926189903039846","0.857082654318109","0.886929827749743","0.883859404684887","0.841911788786779","0.96456362287026","0.797667487809644","0.576058378546344","0.838660059937892","0.801296645848631","1.04531671114398","1.05731307289658","1.0761145981775","1.28340120374159","1.26206047911353","1.30622630831642","1.1444734167952","1.3223360244395","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","4.47308055593037","4.31410883023786","2.86974383760271","2.44749723669667","2.13470913996308","2.03887688984881","1.93861725573423","2.25296442687747","2.39416280307061","3.7091225171605","2.09601747725808","2.22355034568941","1.95068490664077","1.60623676870863","1.81772930960507","3.11204010114819","2.41684713351327","2.70903870864517","1.64283694818046","1.67928758403925","1.52956765454313","2.56520252416923","1.51355318969269","1.07186966822577","1.19227011645809","1.83526230001887","1.2250419620713","0.842721990857907","1.05963728645721","1.01116623472479","0.845103336009174","1.12133822682517","1.26936098131602","1.16216839225737","1.45644665331303","1.51530367317343","1.33088779928727","1.23835126924031","1.38278132775114","1.20681961856719","1.27297610126509","1.19578703601308","0.976378450851573","0.938931175302521","1.01342281451143","0.972241695188184","1.05436074897279","1.13248530613396","1.25715841789759","1.52212469286223","2.10866653446058","1.70969244072509","1.99605423261788","2.26073837411847","1.93274429771056","2.06541710836186","1.87217594908355","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","0.188908379435974","0.234604105571848","0.453117448042533","0.331596399810516","0.307663179817295","0.457883369330454","0.424455146518652","0.509881422924901","0.53963669529528","0.480394401149231","0.37306305661008","0.355061735102756","0.495783008143548","0.421481136558928","0.60107044203371","0.566232436521246","0.54134565886223","0.42692700999045","0.393038894947292","0.285519045719801","0.260299291158721","0.310609593086512","0.222216448304309","0.275180306661532","0.269797498047312","0.278535211795738","0.292115573777853","0.305648437851159","0.251121169163155","0.27282824234707","0.441694475920038","0.363759149065642","0.970588699389705","1.73500220938442","1.94317947392057","2.54665703134488","2.65981857270247","2.97424239145691","2.67008998711168","1.90711542594433","1.9587719502143","2.3616350124668","2.35513906439148","2.58890651732039","2.53400390551628","2.76236752958368","3.14494878405047","3.60069809181401","3.73501580021237","3.48892706362761","3.57435888962673","3.74306758048287","3.89731930673878","4.02869267414827","3.42891904281363","2.76171237289661","2.99443815239839","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","1.01875590338686","1.20560443141088","0.845819236346061","0.563187536186115","0.534860604913144","0.617710583153348","0.640764019263734","1.19762845849802","0.817055559778065","0.6874151928047","0.796862688919132","0.812539900300186","0.82910348364143","0.55605427089684","0.92331782588012","1.07312123434768","0.593043510712212","0.929579900244569","0.959078853480889","0.928430346284577","1.22136810903583","0.921446112717212","1.94700842486798","1.27719555374428","1.0889848280504","1.25182653244168","1.15678712573874","1.23443665123442","1.24780501402583","0.993681868858208","1.24670527007259","1.14470137748016","1.23597107214774","1.59709670562147","1.54866810123405","1.74088352933958","1.93376389311877","1.94694503418625","1.42143239753224","1.34747283829708","1.58108934765375","1.70095274222525","1.64301217097823","1.80402948534909","1.99931554601089","2.03021373468222","1.8879336665139","2.46157918969719","2.74771845180947","3.01025917347892","3.31004173806165","3.39361487327551","3.62922030994107","3.98143689961813","4.67496629146037","5.41517586785845","5.79568208310781","",
"Denmark","DNK","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","9.21603022534071","8.36102965135223","6.73634606089898","5.73188062529607","5.94973256969754","6.2548596112311","6.1586809240062","7.16600790513834","7.09508246560766","8.20585298206151","8.15784447150395","7.27808641556078","7.94977275666698","7.456727776631","8.39048709130904","9.96066331725201","8.3671491433633","9.52019406495929","8.19920702236224","7.36312441551971","7.81363324902182","10.3982094563089","9.5124359365764","8.39169075117494","8.6422473874159","7.71526131571269","6.08564658458755","5.4557855301652","5.92640855877146","5.29096420298635","6.64074345796909","5.01734158853228","6.66497188709694","7.24048333291693","8.18686857285976","9.22304608766319","8.31326380960392","8.16906051949076","7.47647996992361","6.46111494644287","6.68977307049091","7.17290084892845","6.8622523486314","7.34024232556133","7.70869617266964","7.95067679206178","7.85760984806143","9.13397103692069","9.93977194607255","10.2120173590528","11.3694238636707","11.2859995410644","12.1220103697656","12.9077210634598","12.6730625775133","12.9714737106929","13.4641703092715","",
"Denmark","DNK","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","86.4795574146539","87.5529488432714","88.1947800869985","89.1731143744408","88.9903914422303","88.488120950324","89.5273855195494","87.9169960474308","88.0253857262294","87.5601737116771","87.7199579781773","88.4231401366458","88.0553734028867","88.7136184491606","87.7105269639137","86.1461873720869","87.5137065164539","86.3663602186709","87.2816450583626","88.5332964892388","87.9627191083129","85.9803537567223","87.0418125483115","88.1876859305344","87.8421599873421","88.6278068838155","89.8793770659023","90.5666417171032","90.1295054692275","90.4815987338859","89.2304696709846","91.4385111301303","90.2333015412351","90.5970423142145","89.6105625406812","88.7020466361057","89.6158949950146","89.5840585217972","90.25954103479","93.3657815029832","93.2153817946995","92.5317614068892","92.6918135503212","92.150209031352","91.6408715082799","91.3658032844144","92.0135649281619","90.3695404796238","89.3861714161497","89.3379944285895","88.3689161176065","88.11911415465","87.0043545090414","86.2658482440951","86.9181502287644","86.4165782994787","85.8613454871982","",
"Denmark","DNK","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","1493670000","1537250000","1668850000","1907880000","2106950000","2319770000","2453400000","2538380000","2639870000","3018670000","3356130000","3680090000","4432210000","6248340000","7719010000","8712250000","9115160000","10065100000","11883400000","14696000000","16749000000","16095000000","15397000000","16053000000","15980000000","17089000000","21286000000","25675000000","28514000000","29570000000","36870000000","37824000000","41577000000","37754000000","42343000000","50906000000","51415000000","49273000000","49012582000","50295901798","51292453176","51704859052","57494821655","66512404453","77079452392","85120849801.845","92557942329.476","103171307747.927","116922627190.039","93984005061.6852","96440242629.4317","111864024941.136","105469232000","110948809950","111476693450","95484013800","95344713230","102532136850",
"Denmark","DNK","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","1.4505464849548","1.32290648419681","1.23852102464959","1.12637507237223","1.16438680361623","1.3304535637149","1.40396702310016","1.54940711462451","1.55050543436954","1.52677833845909","1.69937683547024","1.66229744230586","1.85062069309784","1.65728175069887","2.34400621162294","3.05487736987157","3.45420678921216","3.66892883655433","3.72246792412187","3.67213565523728","3.85941717232956","5.23951630451677","4.72870885812834","5.39212570555458","4.60206595691779","3.30269875661038","2.64184976278608","2.19167909259154","2.30587484362806","2.42384248140387","2.42092303552988","2.05027716748711","2.05744410619565","2.27523658008252","2.15185632859436","2.08386100314403","1.83097779443812","1.85296979774414","1.89276560358206","1.92837955070758","1.67536256969251","1.753036956033","1.74971990269147","1.75866808223401","1.70200333587175","1.51795338501045","1.2400888865979","1.60611687226871","1.6891792339948","1.96825650978076","2.2534869509443","2.12528413345391","2.45741725746873","2.49738571096221","2.60681984743247","2.66761776198642","2.6513409846624","",
"Denmark","DNK","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","1.99748984533827","1.21957537614156","1.25428117796539","1.25124890097067","1.29500146071741","1.31221639999257","1.39095960295295","1.39138067179934","1.49244635851614","1.45223694919323","1.29486404191094","1.34610374967562","1.64480311199703","1.11520527366335","1.27519603954861","1.37388500498895","1.43628418803456","1.64836366476659","1.71617316513618","1.38745215516409","1.22470884249368","1.40844974001586","1.60688038809564","1.48094345521","1.30031097446232","1.23138496695821","1.354628288455","1.43534134647308","1.20429473436735","0.972555573580714","0.947959329801223","0.891563554929135","1.00431688517359","1.23669838077573","0.947559467034513","0.987798213135951","0.944011241174707","0.895965115629264","1.02011641307825","1.03983880346021","1.09034520704473","1.2676435077652","1.41932452383399","1.28412135232935","1.46081088053274","1.80119368980307","1.71097410566253","1.28776376380036","1.62858666672137","1.65411753676571","1.43885301921138","1.30467101772394","1.51910324628905","1.30828993682915","1.32169464694243","1.60406444378403",
"Denmark","DNK","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","37.9707394155923","39.7060926712279","40.9797623375781","42.1243604039895","42.7024882792882","46.3087225021686","49.4113610797786","52.9508143293471","53.8210620742622","54.2690209669133","55.2598357986472","54.2538620068309","55.7037619409018","56.012724802487","56.0248704889069","55.8837535823775","54.693289380947","54.3423749780353","55.4792213887831","55.9998000729822","55.9289262596244","56.6599169926465","57.2928480545045","57.6320388210199","59.4213126720043","59.8639294157171","59.1700800015635","58.7034265197374","60.2033720095141","59.4616968088128","61.1576633267851","57.8048158084983","57.9921357811454","59.7698408060725","59.356585057908","63.1580887736534","64.9561034523992","66.2181083902436","64.1562349566281","65.0592175990928","66.4993930240329","66.2779257729649","65.6848664194785","63.0033804708878","62.5755347295692","64.5617746139091","63.3350022055841","64.620620454703","60.512826424984","60.4407296042409","58.1335380788375","58.3123456834942","61.1426999819903","62.0850866705814","62.9236083029847","68.5499885308648",
"Denmark","DNK","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","2.47543790790619","2.60525214108999","2.82479896108095","2.70957013211396","","","2.73618766241781","3.07063406478654","3.2531230639127","2.85497745180281","2.80279357671272","2.54093756746207","2.24434703277578","2.31399837822595","2.65212888583518","2.2932450561545","2.2792731510096","","","","","","","","","","","","","","1.31679929266952","1.326242044042","1.65960171852064","2.06174893777819","2.68623163114131","2.32208438501379","2.09220893164074","1.73482561884819","1.67093113052998","1.56988597831604","1.50545008820668","1.71810440337648","1.77934986603718",
"Denmark","DNK","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2065147519","6.7536422099","8.4253728468","6.627111621","6.2374522976","4.9429201171","4.5748165419","4.6548939551","3.3722399569","3.3900782501","3.6516737039","3.399055072","3.2830827118","3.2319245559","3.5852329108","3.6645056476","3.7229288816","",
"Denmark","DNK","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","0.833170199873309","0.620245029692325","0.858935017950676","1.08678411418024","1.3127274310633","1.32911677453093","1.51072461852921","1.90098233533572","2.50219176025164","2.26302723801499","2.0744096895936","2.16073736260747","3.749442497754","3.37491675794629","3.72679231800909","3.20037957606709","2.55521431494396","3.91798161555123","3.44907721631446","3.21563223591704","2.57565986653207","4.99655012403045","5.1736281799646","5.47945775312831","3.12953981634673","2.97323486168388","2.20224275274232","2.99912038467205","3.32620328565779","3.63066906583402","3.4506636533631","2.97267086414879","2.50380169372927","2.60467625422087","4.3127663181833","3.77020166406643","2.76892441353538","3.77993464489779","7.01617406052041","5.73377908901451","6.18895886342546","6.56263951155199","7.85662784337941","9.65488277462386","10.1074694054401","8.45224922538221","9.60022693439771","7.65351452633966","8.09229142700061","8.94076153554439","9.3836732713276","8.59171905526957","6.54181634904634","4.82021641303922","3.59253865128791","4.16730418041957",
"Denmark","DNK","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","53.6462952671582","52.7290214544756","50.8069642695118","49.2974659086238","48.2368374176355","45.3321797703907","41.2034100488399","37.7505301627016","36.684989716864","36.6966639852172","35.7249145916124","36.6428651496982","33.6968009749801","34.9316713995994","33.8449536127887","34.1167895011076","35.9934784214849","33.6967744548023","33.1417731600106","33.4414451486094","33.9981733047321","31.3132399999134","31.1139880498353","30.3243407407053","31.0158347209612","29.571398018446","27.6551091544997","27.5871207374532","27.172522789646","27.2236440472764","26.1094292582599","25.7146147314319","25.0990577310659","23.9793752586552","22.9539320460551","23.3879696162859","22.5324414561548","20.7593405660279","19.7064468478079","20.1465582856435","19.3779166391039","19.2907343387411","18.590073803726","17.6266482390807","17.5192974795969","17.2213822926366","17.0615984704438","18.9196185112371","18.3120266805884","17.6101211733607","18.1742929286114","18.5319371607569","18.3806368679821","18.2470908165607","18.8200757800074","20.3565913267929",
"Denmark","DNK","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","5.31978371599283","5.19962657247501","5.68134570125848","5.83638499022241","6.13277468808274","5.45302694638448","6.22065919724834","5.75582218337091","5.33387284645261","5.07771196913069","5.43835612285524","5.41131304700645","4.80862886564461","4.10802434633564","4.71447462143279","5.01064441007375","5.05574218744519","5.83561372588577","5.30346289700084","5.32989074218867","5.63577297518495","5.09047008997861","4.39759229108418","4.45851988815682","4.55888220173702","5.33137480789715","4.67393928354926","4.13904854511543","3.37865218492664","3.44438824839449","3.20865274355303","2.85638279328597","2.85079134788355","2.86639170527226","3.06471505781596","3.04955675873917","2.82283131661283","2.58105506701604","2.51348725988871","2.57200473308615","2.85972062511166","2.8248243133353","2.75174801415086","2.54888785917036","2.75110931052951","2.27301442656132","2.23324893974839","2.38536300658225","2.90117860293703","2.94187016438263","3.24076696899919","3.55148223915881","2.70381737822066","3.0970675831798","2.38871109411606","2.83560395228907",
"Denmark","DNK","Export unit value index (2000 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","98.74112558","102.965319","120.4064833","135.8522349","141.3669988","147.1304417","158.1281554","177.2512855","160.2320556","160.9668489","180.048635","171.2422072","179.9644767","177.2296536","150.5919867","149.6319565","",
"Denmark","DNK","Export volume index (2000 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","102.3419204","109.1334895","107.9625293","110.8899297","117.6814988","122.9508197","127.5175644","128.9227166","114.6370023","117.0960187","121.4285714","120.3747073","120.4918033","122.9508197","123.8875878","124.5901639","",
"Denmark","DNK","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.9424617168702","48.5913378832969","49.9917187212562","48.3205028153636","49.3417749248737","49.7747573778456","50.7272626846906","51.3200696749789","51.7269679150863","53.1009264763816","52.6857120622876","54.365581182512","55.3774946140013","54.2213743534547","54.5597773116468","54.0840337348962","53.3717746345058","53.1765498370576","52.8382699219838","53.3663644569444","52.0970782079812","52.5224584196442","52.0655892908052","53.0888567649519","54.0466516735251","55.2522008127144","","",
"Denmark","DNK","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","101.0619873","100.9165115","100.6593898","97.88661913","100.0802645","100.0872345","101.4309633","101.9975252","100.9111714","101.4725839","101.4951239","100.749094","102.5762385","101.1097244","101.8425882","101.2907995","",
